class,comment,date,difficultyRatingRounded,qualityRating,thumbsDownTotal,thumbsUpTotal,professor,department,avgRating
ECON252,"Don't bother trying to take notes she talks so fast and then will call you out you if you try and use your laptop to take notes. 2nd exam was nothing like the practice exams, a girl sitting next to me during the exam asked the TA if there was a typo because there was concepts that she never mentioned in class",2025-12-18 01:07:23 +0000 UTC,3,1,0,0,Melanie Fox,Economics,2.5
ECON252,She sucks mucho,2025-12-18 00:25:20 +0000 UTC,1,1,0,0,Melanie Fox,Economics,2.5
ECON252,Speaks a lot inn lectures goes too fast i think and most of her class are like exam heavy most of the grades are based on exams not that much heavy oriented for participation or hws,2025-12-13 01:27:36 +0000 UTC,3,1,0,0,Melanie Fox,Economics,2.5
ECON251,"She treats you like a child. She's nice in person and I didn't feel that the homework or exams were unnecessarily difficult, but I didn't enjoy her acting like a helicopter parent. She has a strong no laptop policy and has zero issue with yelling at students. Acted like she was the best teacher, but openly admitted to incorrectly teaching content.",2025-12-10 04:29:11 +0000 UTC,2,2,0,0,Melanie Fox,Economics,2.5
ECON252,"I love Dr. Fox as a professor. She is super kind and interesting to talk to. She is one of the best teachers that I've ever had. With that, the grade is 80% exams which is super annoying. The exams are also super hard, but she gives a generous curve. It is hard, but she made me fall in love with econ. If you like econ, take her! ",2025-12-08 21:11:33 +0000 UTC,4,5,0,0,Melanie Fox,Economics,2.5
ECON252,"Prof. Fox is ok. She is clearly knowledgeable, but runs her lectures a bit like high school. No laptop, no phone (except iClicker), annoying assignments. The exams are NOT multiple choice, and they are very frustrating. Poor exam grades are common, even with hours of studying. She also basically refuses to give partial credit. Avoid if possible.",2025-12-08 19:11:36 +0000 UTC,3,2,0,0,Melanie Fox,Economics,2.5
ECON251,This class will have you wanting to take a one way trip to Maxistan and never come back (ifykyk) The course content itself is not hard theres just 1000 hops you have to jump in order to get through it... Hours upon hours of studying graces you with TERRIBLE test scores. She does curve so ill give her that. For your own sake chose a diffrent prof!,2025-12-05 03:17:12 +0000 UTC,5,1,0,0,Melanie Fox,Economics,2.5
ECON252,"Dr. Fox was an amazing lecturer and made the content understandable. A lot of the grade is based on exams and a combined class participation/attendance/homework grade. Overall, the work was not that difficult, and the class was easy, but she is a little blunt and not super approachable.",2025-12-04 19:18:39 +0000 UTC,3,4,0,0,Melanie Fox,Economics,2.5
ECON252,The class is just so poorly set up. The course is over 75% graded on exam performance and Mrs Fox (yes that was said on purpose) is nowhere to be found during them. TA's had to correct 5 questions mid exam and 2 weeks of vigorous studying graced me with a 62%. Expect for exam grading to take 3 weeks at the minimum.   ,2025-11-26 03:58:36 +0000 UTC,5,1,0,0,Melanie Fox,Economics,2.5
ECON210,"The lectures were short, but sometimes didn't talk about everything that you were tested on. You're probably supposed to actually read the textbook. Exams are 50% of grade.",2026-07-12 23:21:09 +0000 UTC,3,3,0,0,Benjamin Van Kammen,Economics,2.2
ECON360,he is not helpful and caring at all,2026-06-23 02:53:16 +0000 UTC,5,1,0,0,Benjamin Van Kammen,Economics,2.2
ECON365,"*PROFESSOR I HAVE EVER MET!!!!!MY FIRST LOW RATING is for this unwilling at resolving any of your issues or helping with the difficulties you run into, and he is extremely rigid",2026-06-22 15:24:56 +0000 UTC,5,1,0,0,Benjamin Van Kammen,Economics,2.2
ECON210,"Prof. Kammen was a good lecturer, and even at 7:30am would teach very well. His exams were incredibly easy, with some questions coming directly from the practice tests, word for word. Exam curves were common. This class was an easy A with him.",2026-01-07 18:14:58 +0000 UTC,1,5,1,0,Benjamin Van Kammen,Economics,2.2
ECON210,"Professor Kammen requires attendance at lectures as well as recitation each week. You are given multiple resources to help you do well in the class. If you show up to lecture, do the work, and study for exam's then you should do well. Professor Kammen himself is a nice guy and he is clearly passionate about Econ. ",2025-12-17 02:43:36 +0000 UTC,4,5,1,0,Benjamin Van Kammen,Economics,2.2
ECON210,"Lectures have mandatory attendance for points. Quizzes weren't super hard, but I relied heavily on recitation to learn content. He tends to teach what he wants and not what is actually important to know. You can tell he really likes what he does, but unfortunately it doesn't make up for how useless the lectures tend to be.",2025-12-10 01:35:55 +0000 UTC,3,2,0,0,Benjamin Van Kammen,Economics,2.2
ECON210,"He had lectures every week with lots of Seinfeld references. Quizzes were alright, but super tedious. Some weeks we would have a midterm and quiz in the same week, and that doesn't include the iClicker he does every single class. ",2025-11-18 15:38:33 +0000 UTC,4,2,0,0,Benjamin Van Kammen,Economics,2.2
ECON210,Quizzes EVERY WEEK is killer.,2025-11-17 21:48:10 +0000 UTC,4,2,0,0,Benjamin Van Kammen,Economics,2.2
ECON360,anyone critizing him for 360 has a problem with the course imo. He is a great prof and very willing to help. econometrics is supposed to be challenging. no final exam just project. if you follow all advice given in class its not hard to do a good job on it. ,2025-11-07 03:58:27 +0000 UTC,4,5,1,0,Benjamin Van Kammen,Economics,2.2
ECON360,exams were very challenging with stuff we didn't expect and a 54% average on the first class. he's nice and wants us to do well but is a harsh grader.,2025-06-04 06:24:44 +0000 UTC,3,2,0,1,Benjamin Van Kammen,Economics,2.2
ECON385,"Outstanding professor for ECON 385. Also, one of the most interesting ECON classes I've taken so far. ",2025-04-28 17:44:19 +0000 UTC,3,5,1,0,Benjamin Van Kammen,Economics,2.2
ECON210,"Teaches what he wants, regardless of what will be on the exams. Quizzes and homework is super easy, in-class discussions are easy yet also pointless, and exams come out of left field compared to lectures. Daily iclicker questions got really annoying really quick. Interact with online textbook to best prepare for exams. Was too energetic for 7:30am.",2025-04-27 18:05:34 +0000 UTC,2,2,0,1,Benjamin Van Kammen,Economics,2.2
ECON385,"Very chill guy. i believe he changed the syllabus. Exams are not mandatory and he seems to be open for any help needed, and he is willing to adapt to requests. Great prof. ",2025-02-05 16:43:45 +0000 UTC,2,5,1,0,Benjamin Van Kammen,Economics,2.2
ECON385,I fail to understand previous ratings. Anyone would be lucky to have him as a professor.,2025-01-26 21:40:32 +0000 UTC,1,5,1,0,Benjamin Van Kammen,Economics,2.2
ECON210,He wasn't great. Lectures were boring and somewhat hard to follow. Tests were manageable but had to study pretty hard. Definitely would not say I enjoyed this class.,2025-01-21 03:34:46 +0000 UTC,4,2,0,1,Benjamin Van Kammen,Economics,2.2
ECON360,"1. The things he taught in class, like Stata is not needed in the homework nor the exams
2. There were only two practice exam questions given. For both exams, there is no cheat sheet. 
3. The Final Project is a massive chunk of your grade, and he grades harshly.
4. You are forced to watch those 2 hours prerecorded lectures on top of going to class",2024-12-28 20:28:34 +0000 UTC,5,1,0,1,Benjamin Van Kammen,Economics,2.2
ECON360,"This guy does not teach in class, and will tell you to watch the lecture videos that are uploaded. What's the point of me going to class then? His main objective is to crack jokes. It's been 5 weeks in the semester and not for a single lecture has he taught anything. ",2024-09-21 01:47:25 +0000 UTC,2,1,0,1,Benjamin Van Kammen,Economics,2.2
ECON360,Buddy never shuts up but never talks about anything important ever ,2024-09-18 19:13:43 +0000 UTC,4,1,0,1,Benjamin Van Kammen,Economics,2.2
ECON340,"I hate to give Van Kammen a bad rating as he is a genuinely a good person that clearly cares about students and loves to teach. However, the way the class is setup is terrible. The HW are hard given that he has no examples, the lectures don't relate to much of what we do, and studying for exams is redundant and really just luck of the draw.",2024-05-14 17:00:45 +0000 UTC,5,2,0,0,Benjamin Van Kammen,Economics,2.2
ECON210,"Not a terrible professor, but he is pretty awkward and doesn't know how to properly engage the class, especially at 7:30 in the morning. Mandatory attendance with Hotseat questions every lecture was BRUTAL (again because the lecture was at 7:30 in the morning).",2024-05-07 00:52:32 +0000 UTC,4,2,0,0,Benjamin Van Kammen,Economics,2.2
ECON340,"Professor Van Kammen is a nice person, but an awful professor. The exams were completely different from the practice and reve",2024-05-06 16:58:23 +0000 UTC,5,1,0,2,Benjamin Van Kammen,Economics,2.2
ECON340,"Later homework is challenging and he only goes over it after it's finished. Material is uninteresting. Be careful because practice exams are not as difficult as the actual exams. Lectures can be a bit awkward, he makes a lot of dad jokes. He is enthusiastic but I'm sure you won't be. The curve is generous at least",2024-04-24 04:16:56 +0000 UTC,4,3,0,0,Benjamin Van Kammen,Economics,2.2
ECON340,"Funny guy, lots of extra credit/insane exam curves, and fairly reasonable grading.",2024-04-23 18:08:53 +0000 UTC,2,5,1,0,Benjamin Van Kammen,Economics,2.2
ECON340,Professor Kammen is a fine person but he is just an awful professor. Lectures felt basically useless where he didn't teach things that were on the homework and exams were unreasonably difficult in comparison to what was shown in class and on homework. Do yourself a favor and take this class with any other professor. ,2024-04-19 05:25:27 +0000 UTC,4,1,0,1,Benjamin Van Kammen,Economics,2.2
ECON340,"Professor Van Kammen is a really nice person, but unfortunately, this amazing personality is completely outweighed by the fact that he is completely incapable of teaching. The class structure I was disorganized, and the exams are nothing like the homework and review, which makes studying redundant. Please take a different class if you want to excel",2024-04-15 19:21:27 +0000 UTC,5,1,0,1,Benjamin Van Kammen,Economics,2.2
HEBR101,Goated dude,2026-07-12 02:07:03 +0000 UTC,1,5,0,0,Alon Kantor,Hebrew,4.2
HEBR102,"No tests, just show up!",2025-09-10 16:05:50 +0000 UTC,1,5,0,0,Alon Kantor,Hebrew,4.2
SCLA101,"Prof. Kantor was an amazing teacher. When I occasionally see him around campus he still greets me by name. His classes consisted of him giving a lecture on a philosophical topic from the few books he assigned. I didn't read any of the books and still did good. Overall, it is an easy class, and a great professor.",2025-01-15 18:22:31 +0000 UTC,2,5,0,0,Alon Kantor,Hebrew,4.2
